Col1,Col2,Col3,Col4,Col5,Col6,Col7
Word16 Word17 Word18 Word7,1885,1440.0,Word1524 Word2081,2017-12-01,Word563 Word580 Word202 Word592,NoDoc
Word116 Word117 Word118 Word119 Word7,148644,697.16,Word51 Word794,2018-07-31,Word563 Word366 Word562,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80V+11,120.0,Word61,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word44 Word45 Word46,201805-00053-LI0,2570126.23,Word834 Word835 Word46,2018-06-30,Word563 Word174,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65606,105.0,Word1326 Word1484 Word1436,2018-02-01,Word563 Word580 Word581 Word232,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80W+11,65.0,Word330 Word99 Word26,2018-07-31,Word567 Word568 Word569 Word570,Doc1
Word134 Word61 Word45 Word39,928-1,27.0,Word1286 Word636 Word826,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80G+11,120.0,Word885 Word784 Word785,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word134 Word61 Word45 Word39,TIWAWI 2018 KTOSESKH,37930.95,Word1733 Word784 Word689 Word780,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,14131,1344.91,Word575 Word868,2018-05-31,Word563 Word575,NoDoc
Word16 Word17 Word18 Word7,SR547,540.0,Word1367 Word784 Word785,2018-07-31,Word567 Word650 Word9 Word255,Doc1
Word556 Word130 Word5,100,6900.0,Word1580,2018-10-31,Word52 Word330 Word566,NoDoc
Word260 Word65 Word7,600702,1008.8,Word562,2018-11-30,Word563 Word366 Word562,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,18560,318.08,Word633 Word575,2018-10-31,Word563 Word575,NoDoc
Word78 Word79 Word11 Word5,A071418-07,384.0,Word330 Word99 Word26,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,678836,22.0,Word61,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word376 Word377 Word44,100060892,32500.0,Word13 Word791,2018-12-31,Word560 Word561 Word107,Doc1
Word16 Word17 Word18 Word7,2275,702.0,,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word48 Word3 Word4 Word5,YT20180526,870.0,Word877,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word90 Word91 Word92 Word7,109691,40275.5,Word857 Word757 Word2084,2018-03-01,Word567 Word582 Word580 Word202 Word545,Doc1
Word16 Word17 Word18 Word7,4367,1543.2,Word885 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41521644,3862.5,Word121 Word836,2018-09-30,Word563 Word121 Word579,NoDoc
Word533 Word3 Word4 Word75 Word39,LAQ_00109015,8455.0,Word2030 Word451,2018-03-01,Word565 Word566,NoDoc
Word137 Word138 Word7,YEEL5269,1680.0,Word834 Word835 Word905 Word791,2018-06-30,Word563 Word359,NoDoc
Word199 Word200 Word201 Word202 Word7,GBR-0025289,800.0,Word201 Word856,2018-08-31,Word563 Word580 Word202 Word592,NoDoc
Word16 Word17 Word18 Word7,BI2133,900.0,Word785 Word959 Word784 Word165 Word948,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,4294,1489.2,Word885 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,EI1651,3780.0,Word1414 Word785,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word189 Word190 Word191 Word7,5451184,625.0,Word130 Word791,2018-08-31,Word560 Word561 Word551 Word4,Doc1
Word16 Word17 Word18 Word7,JD860,180.0,Word785 Word330 Word99,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,1772,437.0,Word338 Word650 Word899 Word201,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word116 Word117 Word118 Word119 Word7,155121,576.0,Word51 Word791,2018-10-31,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,3399,421.2,Word959 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word78 Word79 Word11 Word5,C063018-11,48.0,Word568 Word650 Word780,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word116 Word117 Word118 Word119 Word7,149587,409.5,Word51 Word794,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word527 Word132 Word5,607898,7195.32,Word643 Word82,2018-05-31,Word560 Word561 Word82,Doc1
Word8 Word9 Word10 Word11 Word5,4.80N+11,180.0,Word330 Word99 Word780,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word59 Word60 Word61 Word5,896,58.5,Word60 Word99 Word26,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3434,117.0,Word1031 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80B+11,53.75,Word1150 Word784 Word929,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2585,427.2,Word785 Word1275 Word764 Word26,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word48 Word3 Word4 Word5,YK20180526,870.0,Word877,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2519,1175.4,Word783 Word784 Word785,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word3 Word7,70965,360.0,Word820 Word821 Word815,2018-06-30,Word563 Word366 Word562,NoDoc
Word16 Word17 Word18 Word7,JL121,11340.0,Word1663 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3044,882.0,Word26,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word110 Word22 Word4 Word5,WQ51-25084,807.5,Word887 Word577,2018-05-31,Word563 Word132 Word610,NoDoc
Word16 Word17 Word18 Word7,3017,1068.0,,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word311 Word99 Word393 Word44,B1896461,4463.0,Word1484 Word202,2018-10-31,Word563 Word121 Word579,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80M+11,47.3,Word61,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word257 Word258 Word259 Word5,180703-12793,23400.0,Word1347 Word856,2018-07-31,Word567 Word582 Word580 Word202 Word545,Doc1
Word16 Word17 Word18 Word7,JU1149,270.0,Word61,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word530 Word157 Word4 Word7,16869,704.0,Word2026 Word562,2018-09-30,Word560 Word561 Word366 Word562,Doc1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65452,840.0,Word1799 Word706,2018-02-01,Word563 Word366 Word562,NoDoc
Word89 Word44 Word5,66752635,1681.35,Word1609,2018-06-30,Word563 Word608 Word609,NoDoc
Word116 Word117 Word118 Word119 Word7,148343,552.89,Word994 Word204 Word889,2018-06-30,Word563 Word580 Word581 Word232,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,20040,726.28,Word1212 Word930 Word1213 Word330 Word193,2018-11-30,Word563 Word575,NoDoc
Word476 Word22 Word4 Word5,63293,30000.0,Word580 Word202 Word592,2018-07-31,Word567 Word582 Word41 Word319,Doc1
Word113 Word114 Word115 Word7,142380,2635.0,Word578 Word791,2018-02-01,Word560 Word561 Word612,Doc1
Word8 Word9 Word10 Word11 Word5,4.80N+11,600.0,Word783 Word784 Word577,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word42 Word43 Word5,8452,1460.0,Word562 Word1257,2018-10-31,Word563 Word580 Word581 Word232,NoDoc
Word96 Word3 Word4 Word5,80316,810.0,Word797 Word190,2018-07-31,Word563 Word132 Word610,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80L+11,361.2,Word779 Word258 Word26,2017-12-01,Word567 Word568 Word569 Word570,Doc1
Word160 Word161 Word61 Word45 Word39,1020-3,65.0,Word61,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word96 Word3 Word4 Word5,63553,1550.0,,2018-02-01,Word563 Word132 Word610,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80D+11,2347.8,Word1303 Word784 Word929,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word160 Word161 Word61 Word45 Word39,766-3,65.0,,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word149 Word289,WHFSZNN032818,1999.0,Word613 Word781 Word1186,2018-03-01,Word571 Word52 Word594 Word624 Word21 Word625,NoDoc
Word16 Word17 Word18 Word7,1847,726.3,Word1053 Word330 Word99 Word764 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3770,1329.6,Word783 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,660098,240.0,Word61,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,OL711,360.0,Word885 Word784 Word785,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3636,982.8,Word1014 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word6 Word7,10332,520.0,Word1210 Word1211 Word780 Word659,2018-02-01,Word560 Word561 Word580 Word202 Word545,Doc1
Word90 Word91 Word92 Word7,106952,10647.5,Word204 Word1003 Word888,2018-01-01,Word567 Word582 Word580 Word202 Word545,Doc1
Word59 Word60 Word61 Word5,1135,99.0,Word1409 Word784 Word780,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word41 Word125 Word34 Word5,4423,3350.0,Word1404 Word822 Word702 Word805,2018-04-30,Word567 Word582 Word583 Word584 Word585 Word586,Doc1
Word273 Word61,458,15913.0,Word826 Word780,2018-04-01,Word567 Word568 Word569 Word570,Doc1
Word41 Word125 Word34 Word5,4331,3350.0,Word278 Word822 Word702 Word822,2018-02-01,Word567 Word582 Word583 Word584 Word585 Word586,Doc1
Word48 Word3 Word4 Word5,JT20180855,1890.0,Word201 Word2057,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word116 Word117 Word118 Word119 Word7,153431,938.72,Word51 Word125,2018-07-31,Word563 Word580 Word581 Word232,NoDoc
Word42 Word43 Word5,8173,4560.0,Word1283 Word1284,2018-07-31,Word52 Word330 Word566,NoDoc
Word111 Word112 Word91 Word107 Word7,27071,5340.0,Word846 Word791,2018-06-30,Word567 Word582 Word107,Doc1
Word19 Word20 Word21 Word22 Word23 Word5,14765,12.72,Word1866,2018-05-31,Word563 Word575,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,66064,315.0,Word338 Word1868 Word764 Word766 Word1893,2018-03-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,RD880,900.0,Word1100 Word757 Word201,2018-08-31,Word567 Word582 Word366 Word562,Doc1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64795,105.0,Word944 Word945,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80I+11,360.0,Word330 Word99 Word26,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word131 Word132 Word133 Word5,T21805002,136463.39,Word826 Word780,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,5266,1394.4,Word924 Word784 Word785,2018-05-31,Word567 Word568 Word569 Word570,Doc1
Word148 Word75 Word5,8231,11728.0,Word315 Word908,2018-02-01,Word560 Word561 Word107,Doc1
Word44 Word45 Word46,201811-00046,8799523.59,Word807 Word808 Word46,2018-12-31,Word671 Word561 Word699 Word695 Word45 Word700 Word593,Doc1
Word160 Word161 Word61 Word45 Word39,1174-2,60.0,Word783 Word776,2018-10-31,Word567 Word568 Word569 Word570,Doc1
Word76 Word77 Word5,52027441,7625.0,Word777 Word865 Word872 Word865 Word981,2018-04-01,Word560 Word561 Word107,Doc1
Word27 Word28 Word29 Word5,1043774US,-3267.04,Word130 Word791,2018-04-30,Word576 Word130 Word577 Word578,Doc3
Word162 Word7,SPX05KNH18,10500.0,Word582 Word1225,2018-08-31,Word567 Word582 Word107,Doc1
Word186 Word4 Word5,7430,55500.0,Word580 Word1260 Word791,2018-02-01,Word565 Word566,NoDoc
Word90 Word91 Word92 Word7,110106,27216.0,Word581,2018-04-30,Word567 Word582 Word580 Word202 Word545,Doc1
Word101 Word102 Word103 Word7,111890,160.32,Word861 Word802 Word1602,2018-05-31,Word565 Word566,NoDoc
Word167 Word168 Word169,AOEXKXLSEPPZV040218,9471.0,Word9 Word1059 Word1060 Word1583,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word33 Word34 Word35 Word7,108644-1370,2866.86,Word56 Word562,2018-10-31,Word563 Word366 Word56 Word4,NoDoc
Word16 Word17 Word18 Word7,3979,1170.0,Word1013 Word966,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word42 Word43 Word5,7632,870.0,Word804 Word805 Word806,2018-02-01,Word563 Word366 Word562,NoDoc
Word16 Word17 Word3 Word7,70501,315.0,Word562,2018-05-31,Word563 Word580 Word581 Word232,NoDoc
Word177 Word178 Word147 Word7,234DXV,2235.0,Word711 Word706,2018-06-30,Word563 Word366 Word562,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80D+11,516.0,Word330 Word99 Word764 Word26,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word24 Word22 Word4 Word5,22053,632.0,Word826 Word780,2018-04-30,Word567 Word568 Word569 Word570,Doc1
Word73 Word4 Word5,1800946,1612.0,Word762 Word145 Word1051,2018-03-01,Word576 Word589 Word653 Word654 Word591,Doc3
Word144 Word145 Word146 Word147 Word7,124079,2091.4,Word1259 Word1017 Word545,2017-12-01,Word567 Word582 Word366 Word562,Doc1
Word8 Word9 Word10 Word11 Word5,4.80A+11,25.8,Word1124 Word784 Word568 Word650,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,LS2196,900.0,Word2011 Word132,2018-11-30,Word563 Word132 Word610,NoDoc
Word299 Word237 Word7,31747,23110.23,Word949 Word991 Word699 Word694 Word866 Word808,2018-04-30,Word571 Word52 Word657 Word292 Word13,NoDoc
Word113 Word114 Word115 Word7,149392,1828.75,Word578 Word985,2018-09-30,Word560 Word561 Word315 Word577 Word642 Word644,Doc1
Word6 Word7,10497,125.0,Word806 Word1080 Word856,2018-06-30,Word560 Word561 Word580 Word202 Word545,Doc1
Word33 Word34 Word35 Word7,108644-1260GO,2684.4,Word562,2018-11-30,Word563 Word366 Word56 Word4,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65951,340.99,Word824 Word789 Word1032,2018-03-01,Word563 Word366 Word562,NoDoc
Word38 Word4 Word39,41474634,3500.0,Word1021 Word121 Word659,2018-01-01,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,IT1343,540.0,Word1558 Word784 Word785,2018-09-30,Word563 Word366 Word562,NoDoc
Word16 Word17 Word18 Word7,JS1727,360.0,Word941 Word785,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word113 Word114 Word115 Word7,146140,552.5,Word578 Word791,2018-05-31,Word560 Word561 Word612,Doc1
Word16 Word17 Word18 Word7,4044,1080.0,Word1013,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word22 Word451 Word452 Word7,46099,443.96,Word1967,2018-08-31,Word563 Word366 Word562,NoDoc
Word16 Word17 Word18 Word7,MT941,1260.0,Word924 Word784 Word785,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3411,185.4,Word783 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word44 Word45 Word46,201806-00045,2829197.98,Word845 Word835 Word46,2018-07-31,Word563 Word359,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,59826L,1050.0,Word1032 Word825,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word129 Word130 Word5,H-0007,800.0,Word1100 Word1415,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word96 Word3 Word4 Word5,86475,2070.0,Word123 Word190,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word379 Word380 Word87 Word34 Word7,1753012-1,216090.0,Word845 Word835 Word1064 Word1440,2018-07-31,Word630 Word719 Word720,NoDoc
Word16 Word17 Word18 Word7,HW1708,270.0,Word941 Word785,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word241 Word418 Word39,092818-1.1,16774.78,Word1045 Word835 Word609,2018-11-30,Word571 Word52 Word618 Word619 Word13,NoDoc
Word373 Word374 Word128,1803500238,145.0,Word890 Word1423 Word1424,2018-02-01,Word571 Word52 Word618 Word619 Word13,NoDoc
Word16 Word17 Word18 Word7,EI1076,450.0,Word975 Word978 Word1355 Word650,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word41 Word49 Word7,3497,6675.0,Word657 Word980 Word700 Word980 Word716 Word1592 Word160,2018-08-31,Word560 Word611 Word603 Word604 Word605 Word606,Doc1
Word16 Word17 Word18 Word7,1841,540.0,Word338 Word1064 Word132,2018-02-01,Word563 Word132 Word610,NoDoc
Word16 Word17 Word18 Word7,TJ449,2800.0,Word330 Word99 Word764 Word26,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word160 Word161 Word61 Word45 Word39,860-5,260.0,Word61,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word58 Word3 Word4 Word5,13003,690.0,Word931 Word1466,2018-05-31,Word563 Word366 Word562,NoDoc
Word6 Word7,10825,2730.0,Word968 Word190 Word305 Word306,2018-10-31,Word576 Word632 Word9 Word23 Word179,Doc3
Word96 Word3 Word4 Word5,57327,280.0,Word564 Word9 Word26,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word134 Word61 Word45 Word39,KCTJ2018QTFEHGGB,9588.15,Word689 Word780,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word73 Word4 Word5,3378,3977.0,Word762 Word145 Word562,2018-08-31,Word563 Word366 Word562,NoDoc
Word30 Word31,671336,1170.0,Word330 Word99 Word26,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word27 Word28 Word29 Word5,1106925,4931.88,Word130 Word791,2018-07-31,Word576 Word130 Word577 Word578,Doc3
Word59 Word60 Word61 Word5,883,54.0,Word60 Word99 Word26,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word8 Word170 Word10 Word5,490-7948-013,930.0,Word9 Word878 Word642,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,70384,315.0,Word562,2018-04-01,Word563 Word366 Word562,NoDoc
Word78 Word79 Word11 Word5,RT073118-09,26285.6,Word1702 Word9,2018-09-30,Word567 Word568 Word569 Word570,Doc1
Word16 Word17 Word18 Word7,3514,505.8,Word885 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41479704,4100.0,Word792 Word793 Word794 Word795,2018-02-01,Word563 Word121 Word579,NoDoc
Word30 Word31,653638,48.0,Word60 Word99 Word26,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word40 Word41 Word4 Word5,1699,3950.0,Word802 Word1404 Word1620 Word1621,2018-06-30,Word567 Word582 Word580 Word202 Word545,Doc1
Word8 Word9 Word10 Word11 Word5,4.80X+11,51.6,Word783 Word784 Word568 Word650,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word42 Word43 Word5,7768,1160.0,Word804 Word805 Word806,2018-03-01,Word563 Word580 Word581 Word232,NoDoc
Word30 Word31,641555,154.0,Word797 Word190,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word83 Word84 Word44 Word7,20818-8-1,1913.13,Word850 Word65,2018-05-31,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,CB468,800.0,Word330 Word99 Word764 Word780,2018-06-30,Word567 Word568 Word569 Word570,Doc1
Word16 Word17 Word18 Word7,WY1258,1080.0,Word785 Word904 Word764 Word26,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word293 Word4 Word165 Word47 Word7,919312,4453.25,Word612 Word4,2018-03-01,Word613 Word99 Word614 Word98 Word338 Word678,Doc2
Word16 Word17 Word3 Word7,71276,2133.0,Word800 Word1426 Word797 Word1427,2018-10-31,Word563 Word366 Word562,NoDoc
Word90 Word91 Word92 Word7,112814,17153.0,Word545,2018-08-31,Word588 Word582 Word738 Word545,Doc1
Word33 Word34 Word35 Word7,108644-1442,6094.74,Word602 Word52 Word842 Word871 Word1062 Word695,2018-11-30,Word563 Word366 Word56 Word4,NoDoc
Word30 Word31,676923,5084.5,Word978 Word780,2018-10-31,Word567 Word568 Word569 Word570,Doc1
Word16 Word17 Word18 Word7,3431,865.8,Word959 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,4534,140.4,Word783 Word784 Word785,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41524470,3500.0,Word121 Word836,2018-09-30,Word563 Word121 Word579,NoDoc
Word96 Word3 Word4 Word5,77817,600.0,Word797 Word190,2018-07-31,Word613 Word99 Word614 Word366 Word562,Doc2
Word217 Word3 Word10 Word5,QDVPX043018-1,37286.4,Word1281 Word9,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word48 Word3 Word4 Word5,UQ20183929,870.0,Word1542 Word99 Word798 Word799,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word80 Word3 Word4,P134738,19654.0,Word1079 Word1080,2018-07-31,Word563 Word366 Word562,NoDoc
Word78 Word79 Word11 Word5,V011418-14,52.0,Word1031 Word784 Word568 Word650,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,672183,48.0,Word26 Word1012,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word217 Word3 Word10 Word5,ULT053118-1,26465.76,Word1053 Word650 Word780 Word764 Word61,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word199 Word200 Word201 Word202 Word7,LLU-0020232,22684.0,Word757 Word201,2018-01-01,Word567 Word582 Word580 Word202 Word545,Doc1
Word16 Word17 Word3 Word7,71639,648.0,Word1828 Word706 Word789 Word1829 Word1801,2018-08-31,Word563 Word366 Word562,NoDoc
Word74 Word75 Word44 Word5,VFN00128,-269111.58,Word840 Word841 Word842 Word843,2018-03-01,Word563 Word600 Word601 Word602,NoDoc
Word16 Word17 Word3 Word7,71976,240.0,Word1761 Word852 Word801,2018-10-31,Word563 Word366 Word562,NoDoc
Word44 Word45 Word46,201806-00045,2829197.98,Word845 Word835 Word46,2018-07-31,Word563 Word220,NoDoc
Word16 Word17 Word18 Word7,EK566,4200.0,Word993 Word784 Word785,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,5058,699.6,Word783 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64603,39.64,Word851 Word852 Word278,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word223 Word60 Word65 Word4 Word7,3078,4213.0,Word99 Word1330 Word1823,2018-04-01,Word560 Word561 Word593 Word578 Word65,Doc1
Word166 Word5,1525,170.0,Word1031 Word894 Word123 Word190,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word96 Word3 Word4 Word5,75511,900.0,Word797 Word190,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word312 Word313 Word314 Word315 Word5,PYF1001364,256309.01,Word1246 Word791,2018-06-30,Word560 Word561 Word315 Word638,Doc1
Word16 Word17 Word18 Word7,2989,540.0,Word961 Word132 Word255,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,652136,288.0,Word60 Word99 Word26,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word109 Word61 Word7,229,6456.0,Word689 Word780 Word9,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41467623,3500.0,Word1021 Word1131 Word659,2017-12-01,Word563 Word121 Word579,NoDoc
Word48 Word3 Word4 Word5,HG20183002,888.0,Word877 Word132 Word878 Word642,2018-09-30,Word560 Word561 Word612,Doc1
Word33 Word34 Word35 Word7,108644-1362,4640.07,Word562,2018-10-31,Word563 Word366 Word56 Word4,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80R+11,120.0,Word330 Word99 Word26,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word78 Word79 Word11 Word5,H073118-10,144.0,Word780 Word1057 Word1058 Word866 Word981,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word113 Word114 Word115 Word7,150147,1805.0,Word578 Word791,2018-09-30,Word560 Word561 Word366 Word562,Doc1
